Interactor_A_ID,Interactor_B_ID,Interactor_A_Name,Interactor_B_Name,Interactor_A_Alias,Interactor_B_Alias,Interaction_detection_methods,First_author,Publications,Interactor_A_Taxonomy,Interactor_B_Taxonomy,Interaction_type,Source_database,Interaction_identifier,Confidence_score,EntrezA,EntrezB,HIDA,HIDB,osEntrezA,osEntrezB,Methods
P35438,Q4VA56,NMDZ1_MOUSE(gene name),Q4VA56_MOUSE(gene name),-,-,psi-mi:MI:0006,-,pubmed:16635246,10090,10090,psi-mi:MI:0914,intact,EBI-770345,0.575013043330323,14810,108071,7187,37354,14810,108071,anti bait coimmunoprecipitation
P62823,P63011,RAB3C_MOUSE(gene name),RAB3A_MOUSE(gene name),-,-,psi-mi:MI:0676,-,pubmed:26885862,10090,10090,psi-mi:MI:0914,intact,EBI-11571841,0.575013043330323,67295,19339,23420,20629,67295,19339,tandem affinity purification
P20029,P20029,BIP_MOUSE(gene name),BIP_MOUSE(gene name),-,-,psi-mi:MI:0401,-,pubmed:12475965,10090,10090,psi-mi:MI:0914,biogrid,836074,0.575013043330323,14828,14828,3908,3908,14828,14828,biochemical
P63011,Q91ZR1,RAB3A_MOUSE(gene name),RAB4B_MOUSE(gene name),-,-,psi-mi:MI:0676,-,pubmed:26885862,10090,10090,psi-mi:MI:0914,intact,EBI-11571901,0.575013043330323,19339,19342,20629,100632,19339,19342,tandem affinity purification
P35438,Q8K3H0,NMDZ1_MOUSE(gene name),DP13A_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:10862698|pubmed:16635246,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-769098,0.570820462141994,14810,72993,7187,32143,14810,72993,affinity chromatography technology | anti bait coimmunoprecipitation
P35438,P39447,NMDZ1_MOUSE(gene name),ZO1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:10862698|pubmed:16635246,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-769098,0.570820462141994,14810,21872,7187,2445,14810,21872,affinity chromatography technology | anti bait coimmunoprecipitation
P12382,P35438,PFKAL_MOUSE(gene name),NMDZ1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:10862698|pubmed:16635246,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-769098,0.570820462141994,18641,14810,55668,7187,18641,14810,affinity chromatography technology | anti bait coimmunoprecipitation
P63260,Q9CQI6,ACTG_MOUSE(gene name),COTL1_MOUSE(gene name),-,-,psi-mi:MI:0018,-,pubmed:11785969,10090,10090,psi-mi:MI:0407,biogrid,838626,0.555027927225288,11465,72042,74402,10898,11465,72042,two hybrid
P28660,Q9WV92,NCKP1_MOUSE(gene name),E41L3_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16731934,0.535570723621073,50884,13823,8384,49308,50884,13823,affinity chromatography technology | anti bait coimmunoprecipitation
P20444,Q9Z2Y3,KPCA_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.535570723621073,18750,26556,55679,3155,18750,26556,affinity chromatography technology | anti bait coimmunoprecipitation
A2AHG0,Q9Z2Y3,LZTS3_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.535570723621073,241638,26556,8824,3155,241638,26556,affinity chromatography technology | anti bait coimmunoprecipitation
P63318,Q7TMB8,KPCG_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,18752,20430,20602,22628,18752,20430,affinity chromatography technology | anti bait coimmunoprecipitation
P63087,Q7TMB8,PP1G_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,19047,20430,135423,22628,19047,20430,affinity chromatography technology | anti bait coimmunoprecipitation
P63101,Q80YA9,1433Z_MOUSE(gene name),CNKR2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727082,0.535570723621073,22631,245684,56528,8956,22631,245684,affinity chromatography technology | anti bait coimmunoprecipitation
P68510,Q9Z2Y3,1433F_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.535570723621073,22629,26556,37767,3155,22629,26556,affinity chromatography technology | anti bait coimmunoprecipitation
P70408,Q5SQX6,CAD10_MOUSE(gene name),CYFP2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727864,0.535570723621073,320873,76884,68530,7936,320873,76884,affinity chromatography technology | anti bait coimmunoprecipitation
Q61879,Q9Z2Y3,MYH10_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.535570723621073,77579,26556,55941,3155,77579,26556,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q8BZ98,CYFP1_MOUSE(gene name),DYN3_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,20430,103967,22628,22906,20430,103967,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q8K1M6,CYFP1_MOUSE(gene name),DNM1L_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,20430,74006,22628,6384,20430,74006,affinity chromatography technology | anti bait coimmunoprecipitation
Q8R5H6,Q9Z2Y3,WASF1_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.535570723621073,83767,26556,2920,3155,83767,26556,affinity chromatography technology | anti bait coimmunoprecipitation
Q8BYI9,Q9Z2Y3,TENR_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.535570723621073,21960,26556,124416,3155,21960,26556,affinity chromatography technology | anti bait coimmunoprecipitation
Q9CQV8,Q9Z2Y3,1433B_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.535570723621073,54401,26556,20724,3155,54401,26556,affinity chromatography technology | anti bait coimmunoprecipitation
P35438,P63087,NMDZ1_MOUSE(gene name),PP1G_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0019,-,pubmed:10862698,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,mint,50167,0.535570723621073,14810,19047,7187,135423,14810,19047,affinity chromatography technology | coimmunoprecipitation
P17426,Q7TMB8,AP2A1_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,11771,20430,68997,22628,11771,20430,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q9WV92,CYFP1_MOUSE(gene name),E41L3_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,20430,13823,22628,49308,20430,13823,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q9JLM8,CYFP1_MOUSE(gene name),DCLK1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,20430,13175,22628,130530,20430,13175,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q9DBG3,CYFP1_MOUSE(gene name),AP2B1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,20430,71770,22628,137384,20430,71770,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q99NH0,CYFP1_MOUSE(gene name),ANR17_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,20430,81702,22628,82403,20430,81702,affinity chromatography technology | anti bait coimmunoprecipitation
Q5SQX6,Q8K3H0,CYFP2_MOUSE(gene name),DP13A_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727864,0.535570723621073,76884,72993,7936,32143,76884,72993,affinity chromatography technology | anti bait coimmunoprecipitation
Q68EF4,Q80YA9,GRM4_MOUSE(gene name),CNKR2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727082,0.535570723621073,268934,245684,20230,8956,268934,245684,affinity chromatography technology | anti bait coimmunoprecipitation
Q61548,Q7TMB8,AP180_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,20616,20430,8429,22628,20616,20430,affinity chromatography technology | anti bait coimmunoprecipitation
Q61548,Q80YA9,AP180_MOUSE(gene name),CNKR2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727082,0.535570723621073,20616,245684,8429,8956,20616,245684,affinity chromatography technology | anti bait coimmunoprecipitation
O54991,Q5SQX6,CNTP1_MOUSE(gene name),CYFP2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727864,0.535570723621073,53321,76884,2693,7936,53321,76884,affinity chromatography technology | anti bait coimmunoprecipitation
P59281,Q80YA9,RHG39_MOUSE(gene name),CNKR2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727082,0.535570723621073,223666,245684,27825,8956,223666,245684,affinity chromatography technology | anti bait coimmunoprecipitation
O54991,Q7TMB8,CNTP1_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,53321,20430,2693,22628,53321,20430,affinity chromatography technology | anti bait coimmunoprecipitation
P08551,P28660,NFL_MOUSE(gene name),NCKP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16731934,0.535570723621073,18039,50884,4487,8384,18039,50884,affinity chromatography technology | anti bait coimmunoprecipitation
P08551,Q7TMB8,NFL_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.535570723621073,18039,20430,4487,22628,18039,20430,affinity chromatography technology | anti bait coimmunoprecipitation
P08551,Q80YA9,NFL_MOUSE(gene name),CNKR2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727082,0.535570723621073,18039,245684,4487,8956,18039,245684,affinity chromatography technology | anti bait coimmunoprecipitation
P05132,P35438,KAPCA_MOUSE(gene name),NMDZ1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0019,-,pubmed:10862698,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,mint,50167,0.535570723621073,18747,14810,121574,7187,18747,14810,affinity chromatography technology | coimmunoprecipitation
P11531,Q3UVD6,DMD_MOUSE(gene name),Q3UVD6_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:10545507|pubmed:22937058,10090,10090,psi-mi:MI:0915,biogrid,808050,0.533390101145494,13405,20648,20856,2331,13405,20648,affinity chromatography technology
P70429,Q8C7M3,EVL_MOUSE(gene name),TRIM9_MOUSE(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0096,-,pubmed:26702829,10090,10090,psi-mi:MI:0407,biogrid,1512220,0.52689088054359,14026,94090,56752,9045,14026,94090,two hybrid | pull down
P03995,P63101,GFAP_MOUSE(gene name),1433Z_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0019,-,pubmed:16959763|pubmed:17032734,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,mint,8007667,0.521085405667823,14580,22631,1554,56528,14580,22631,affinity chromatography technology | coimmunoprecipitation
P63087,Q2NL51,PP1G_MOUSE(gene name),GSK3A_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0678,-,pubmed:17274640,10090,10090,psi-mi:MI:0915,intact,EBI-1203234,0.515255276537757,19047,606496,135423,88581,19047,606496,affinity chromatography technology | antibody array
Q7TMB8,Q80U63,CYFP1_MOUSE(gene name),MFN2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,20430,170731,22628,8915,20430,170731,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q80TZ3,CYFP1_MOUSE(gene name),AUXI_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,20430,72685,22628,8865,20430,72685,affinity chromatography technology | anti bait coimmunoprecipitation
Q03717,Q7TMB8,KCNB1_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,16500,20430,37988,22628,16500,20430,affinity chromatography technology | anti bait coimmunoprecipitation
P47754,Q7TMB8,CAZA2_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,12343,20430,55956,22628,12343,20430,affinity chromatography technology | anti bait coimmunoprecipitation
Q9Z0E0,Q9Z2Y3,NCDN_MOUSE(gene name),HOME1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16730716,0.512769928915493,26562,26556,8064,3155,26562,26556,affinity chromatography technology | anti bait coimmunoprecipitation
Q5SQX6,Q8BYM5,CYFP2_MOUSE(gene name),NLGN3_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727864,0.512769928915493,76884,245537,7936,23133,76884,245537,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q9Z0E0,CYFP1_MOUSE(gene name),NCDN_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,20430,26562,22628,8064,20430,26562,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q9R1R2,CYFP1_MOUSE(gene name),TRIM3_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,20430,55992,22628,21290,20430,55992,affinity chromatography technology | anti bait coimmunoprecipitation
Q11011,Q7TMB8,PSA_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,19155,20430,36199,22628,19155,20430,affinity chromatography technology | anti bait coimmunoprecipitation
Q7TMB8,Q9JLV5,CYFP1_MOUSE(gene name),CUL3_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.512769928915493,20430,26554,22628,2661,20430,26554,affinity chromatography technology | anti bait coimmunoprecipitation
E9PXB7,Q99MK8,E9PXB7_MOUSE(gene name),ARBK1_MOUSE(gene name),-,-,psi-mi:MI:0415|psi-mi:MI:0004,-,pubmed:17544362,10090,10090,psi-mi:MI:0407|psi-mi:MI:0915,biogrid,695745,0.511952146201185,83814,110355,86986,1223,83814,110355,enzymatic study | affinity chromatography technology
Q03173,Q8C7M3,ENAH_MOUSE(gene name),TRIM9_MOUSE(gene name),-,-,psi-mi:MI:0096,-,pubmed:26702829,10090,10090,psi-mi:MI:0407,biogrid,1512218,0.50102694538318,13800,94090,134005,9045,13800,94090,pull down
P20444,Q3UVX5,KPCA_MOUSE(gene name),GRM5_MOUSE(gene name),-,-,psi-mi:MI:0415,-,pubmed:9242710,10090,10090,psi-mi:MI:0407,biogrid,914600,0.50102694538318,18750,108071,55679,37354,18750,108071,enzymatic study
P62962,Q03173,PROF1_MOUSE(gene name),ENAH_MOUSE(gene name),-,-,psi-mi:MI:0096,-,pubmed:8861907,10090,10090,psi-mi:MI:0407,biogrid,860275,0.50102694538318,18643,13800,3684,134005,18643,13800,pull down
Q8BNP7,Q9JMK2,Q8BNP7_MOUSE(gene name),KC1E_MOUSE(gene name),-,-,psi-mi:MI:0415,-,pubmed:15327768,10090,10090,psi-mi:MI:0407,biogrid,614218,0.50102694538318,11789,27373,30950,121695,11789,27373,enzymatic study
P17426,Q5SQX6,AP2A1_MOUSE(gene name),CYFP2_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727864,0.488906944111045,11771,76884,68997,7936,11771,76884,affinity chromatography technology | anti bait coimmunoprecipitation
O35643,Q7TMB8,AP1B1_MOUSE(gene name),CYFP1_MOUSE(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0006,-,pubmed:28671696,10090,10090,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-16727444,0.488906944111045,11764,20430,21972,22628,11764,20430,affinity chromatography technology | anti bait coimmunoprecipitation
O35526,P35438,STX1A_MOUSE(gene name),NMDZ1_MOUSE(gene name),-,-,psi-mi:MI:0006|psi-mi:MI:0004,-,pubmed:16635246,10090,10090,psi-mi:MI:0914,intact,EBI-770539,0.484491485993304,20907,14810,37941,7187,20907,14810,anti bait coimmunoprecipitation | affinity chromatography technology
P35438,P68181,NMDZ1_MOUSE(gene name),KAPCB_MOUSE(gene name),-,-,psi-mi:MI:0006|psi-mi:MI:0004,-,pubmed:16635246,10090,10090,psi-mi:MI:0914,intact,EBI-770539,0.484491485993304,14810,18749,7187,121718,14810,18749,anti bait coimmunoprecipitation | affinity chromatography technology
P35438,P68040,NMDZ1_MOUSE(gene name),RACK1_MOUSE(gene name),-,-,psi-mi:MI:0006|psi-mi:MI:0004,-,pubmed:16635246,10090,10090,psi-mi:MI:0914,intact,EBI-770539,0.484491485993304,14810,14694,7187,4446,14810,14694,anti bait coimmunoprecipitation | affinity chromatography technology
P35438,P63011,NMDZ1_MOUSE(gene name),RAB3A_MOUSE(gene name),-,-,psi-mi:MI:0006|psi-mi:MI:0004,-,pubmed:16635246,10090,10090,psi-mi:MI:0914,intact,EBI-770539,0.484491485993304,14810,19339,7187,20629,14810,19339,anti bait coimmunoprecipitation | affinity chromatography technology
P35438,P61982,NMDZ1_MOUSE(gene name),1433G_MOUSE(gene name),-,-,psi-mi:MI:0006|psi-mi:MI:0004,-,pubmed:16635246,10090,10090,psi-mi:MI:0914,intact,EBI-770539,0.484491485993304,14810,22628,7187,22725,14810,22628,anti bait coimmunoprecipitation | affinity chromatography technology
P11531,Q3TES0,DMD_MOUSE(gene name),IQEC3_MOUSE(gene name),-,-,psi-mi:MI:0018,-,pubmed:21198641,10090,10090,psi-mi:MI:0407,biogrid,2204573,0.48066828478692,13405,243621,20856,46091,13405,243621,two hybrid
P62137,Q8BNP7,PP1A_MOUSE(gene name),Q8BNP7_MOUSE(gene name),-,-,psi-mi:MI:0415,-,pubmed:15327768,10090,10090,psi-mi:MI:0407,biogrid,614221,0.479696779226211,19045,11789,105262,30950,19045,11789,enzymatic study
P58252,Q9JLV5,EF2_MOUSE(gene name),CUL3_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:23086144,10090,10090,psi-mi:MI:0915,biogrid,735811,0.478685700642917,13629,26554,134867,2661,13629,26554,affinity chromatography technology
P20029,P63101,BIP_MOUSE(gene name),1433Z_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834790,0.478685700642917,14828,22631,3908,56528,14828,22631,affinity chromatography technology
O35526,Q8BH80,STX1A_MOUSE(gene name),Q8BH80_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:24885147,10090,10090,psi-mi:MI:0915,biogrid,948242,0.478685700642917,20907,56491,37941,36163,20907,56491,affinity chromatography technology
O35526,P63087,STX1A_MOUSE(gene name),PP1G_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:17274640,10090,10090,psi-mi:MI:0915,biogrid,683816,0.478685700642917,20907,19047,37941,135423,20907,19047,affinity chromatography technology
O35250,P35438,EXOC7_MOUSE(gene name),NMDZ1_MOUSE(gene name),-,-,psi-mi:MI:0006,-,pubmed:16601687,10090,10090,psi-mi:MI:0915,mint,1897883,0.478685700642917,53413,14810,41019,7187,53413,14810,anti bait coimmunoprecipitation
P62812,Q8BYM5,GBRA1_MOUSE(gene name),NLGN3_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:22768092,10090,10090,psi-mi:MI:0915,biogrid,2344339,0.478685700642917,14394,245537,629,23133,14394,245537,affinity chromatography technology
P35438,Q61120,NMDZ1_MOUSE(gene name),SHC3_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:15716419,10090,10090,psi-mi:MI:0915,biogrid,869048,0.478685700642917,14810,20418,7187,7536,14810,20418,affinity chromatography technology
P62812,Q69ZK9,GBRA1_MOUSE(gene name),NLGN2_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:22768092,10090,10090,psi-mi:MI:0915,biogrid,2344334,0.478685700642917,14394,216856,629,69317,14394,216856,affinity chromatography technology
P62812,Q8BUV3,GBRA1_MOUSE(gene name),GEPH_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:22768092,10090,10090,psi-mi:MI:0915,biogrid,2344336,0.478685700642917,14394,268566,629,10820,14394,268566,affinity chromatography technology
P12382,P63101,PFKAL_MOUSE(gene name),1433Z_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834831,0.478685700642917,18641,22631,55668,56528,18641,22631,affinity chromatography technology
P61264,Q8BH80,STX1B_MOUSE(gene name),Q8BH80_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:24885147,10090,10090,psi-mi:MI:0915,biogrid,948241,0.478685700642917,56216,56491,69375,36163,56216,56491,affinity chromatography technology
P08551,P63101,NFL_MOUSE(gene name),1433Z_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834820,0.478685700642917,18039,22631,4487,56528,18039,22631,affinity chromatography technology
Q64337,Q8CAQ8,SQSTM_MOUSE(gene name),MIC60_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:28820283,10090,10090,psi-mi:MI:0915,biogrid,2449116,0.478685700642917,18412,76614,31202,38234,18412,76614,affinity chromatography technology
Q64337,Q9JLV5,SQSTM_MOUSE(gene name),CUL3_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:22167182,10090,10090,psi-mi:MI:0915,biogrid,670010,0.478685700642917,18412,26554,31202,2661,18412,26554,affinity chromatography technology
Q3UHD1,Q8BPU7,AGRB1_MOUSE(gene name),ELMO1_MOUSE(gene name),-,-,psi-mi:MI:0006,-,pubmed:17960134,10090,10090,psi-mi:MI:0915,intact,EBI-15667985,0.478685700642917,107831,140580,1287,56685,107831,140580,anti bait coimmunoprecipitation
P63087,P63101,PP1G_MOUSE(gene name),1433Z_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834835,0.478685700642917,19047,22631,135423,56528,19047,22631,affinity chromatography technology
P63101,P63260,1433Z_MOUSE(gene name),ACTG_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834744,0.478685700642917,22631,11465,56528,74402,22631,11465,affinity chromatography technology
P63101,P68181,1433Z_MOUSE(gene name),KAPCB_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834844,0.478685700642917,22631,18749,56528,121718,22631,18749,affinity chromatography technology
P63101,Q03173,1433Z_MOUSE(gene name),ENAH_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834778,0.478685700642917,22631,13800,56528,134005,22631,13800,affinity chromatography technology
P63101,Q61879,1433Z_MOUSE(gene name),MYH10_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834814,0.478685700642917,22631,77579,56528,55941,22631,77579,affinity chromatography technology
P63101,Q9R1R2,1433Z_MOUSE(gene name),TRIM3_MOUSE(gene name),-,-,psi-mi:MI:0004,-,pubmed:16959763,10090,10090,psi-mi:MI:0915,biogrid,834865,0.478685700642917,22631,55992,56528,21290,22631,55992,affinity chromatography technology
