Yeast Gene,Entrez,Source
MSG5,1843;11221;11266;51207;11072;80824;150290;142679;1844;63904;1845;1846;1847;1848;1849;1850;1852;114971;54434;85464;54961;6815,Panther;TreeFam
MSH1,4437,TreeFam
MSH2,4436,Ensembl;HomoloGene;Panther;TreeFam
MSH3,4437,Ensembl;Panther;TreeFam
MSH4,4438,Ensembl;HomoloGene;Panther;TreeFam
MSH5,4439,Ensembl;HomoloGene;Panther;TreeFam
MSH6,4437;2956,Panther;Ensembl;HomoloGene;TreeFam
MSI1,1161;5928;5931,Panther;TreeFam
MSK1,1615;3735,Panther
MSL1,6626;6629,Ensembl;Panther
MSL5,10657;202559;10656;9444;7536,Ensembl;Panther;TreeFam
MSM1,3376;55699;51520;23395;4141;92935;7407;57176;8565,Panther;Ensembl;HomoloGene;TreeFam
MSN2,2122;63976,Ensembl
MSN4,2122;63976,Ensembl
MSN5,57510,Ensembl;Panther
MSP1,84896,Ensembl;HomoloGene;Panther;TreeFam
MSR1,5917;57038,Ensembl;Panther;TreeFam
MSS1,84705,Ensembl;HomoloGene;Panther;TreeFam
MSS4,5305;8396;8394;8395;23396;138429,Ensembl;Panther;TreeFam
MST1,54148;6897;80222,TreeFam;Panther
MSW1,10352,Ensembl;HomoloGene;Panther;TreeFam
MSY1,51067,Ensembl;HomoloGene;Panther;TreeFam
MTC3,1327;84701,Panther
MTD1,10797;441024,TreeFam
MTF1,27292;51106;64216,Panther
MTG2,26164,Ensembl;Panther;TreeFam
MTM1,51629;55972,Ensembl;Panther;TreeFam;HomoloGene
MTO1,25821,Ensembl;HomoloGene;Panther;TreeFam
MTQ2,29104,Ensembl;Panther;TreeFam
MTR10,9670;23534,Ensembl;HomoloGene;Panther;TreeFam
MTR2,10204,Panther
MTR3,118460,Panther
MTR4,55601,Ensembl
MTW1,79003,Panther
MUD1,6626,Panther
MUD2,9939;127933,Panther
MUK1,26130;27342,Panther
MUP1,6541;56301;23657;57709;84889;8140;9057;9056;23428;11136,Panther;Ensembl;TreeFam
MUP3,6541;56301;23657;57709;84889;8140;9057;9056;23428;11136,Panther;Ensembl;TreeFam
MUS81,80198,Ensembl;HomoloGene;Panther;TreeFam
MVD1,4597,Ensembl;HomoloGene;Panther;TreeFam
MVP1,6642;29887;29916;29934;6643;8724;27131;58533;51375;29886;51429,Panther;Ensembl
MXR1,4482,Ensembl;Panther;TreeFam
MXR2,4482;51734;22921;253827,Panther;TreeFam;Ensembl
MYO1,4619;4628;4629;8735;79784;22989;4620;4621;4622;4624;4625;57644;4626;4627;132320,Ensembl;TreeFam;HomoloGene;Panther
MYO2,4651;51168;23026;4640;4430;53904;140469;4644;4645;55930;4646;4647;4648;4649;4650;132320,Ensembl;Panther;HomoloGene;TreeFam
MYO3,51168;4640;4430;4641;4642;4643;4542;64005;283446;132320,Ensembl;Panther;TreeFam;HomoloGene
MYO4,4651;51168;23026;4640;4430;53904;140469;4644;4645;55930;4646;4647;4648;4649;4650;132320,Panther;TreeFam
MYO5,4643;4542;132320,Panther;TreeFam;HomoloGene
MZM1,90624,Panther
NAB2,79882,Panther
NAB3,3183;22913;138046,Panther;TreeFam
NAB6,55696,Panther
NAM2,23395;92935,Ensembl;HomoloGene;Panther;TreeFam
NAM7,9931;4343;54456;5976,Ensembl;HomoloGene;Panther;TreeFam
NAP1,4673;4674;4675;4676;266812,Ensembl;HomoloGene;Panther;TreeFam
NAR1,26502;64428,Ensembl;Panther;TreeFam
NAS2,5715,Ensembl;HomoloGene;Panther;TreeFam
NAS6,27063;26287;200539;129138;140461;5716,Ensembl;HomoloGene;TreeFam
NAT1,80155,Panther
NAT3,51126,Ensembl;HomoloGene;Panther
NAT5,80218,Panther;TreeFam
NBP35,4682;80224,Ensembl;HomoloGene;Panther;TreeFam
NCB2,1810;4801;54107,HomoloGene;Panther;TreeFam
NCL1,54888,Ensembl;HomoloGene;Panther;TreeFam
NCP1,27158;5447,Panther;Ensembl;HomoloGene;TreeFam
NCR1,4864;29881;5727;8643;22937,Ensembl;HomoloGene;Panther;TreeFam
NCS6,90353,Ensembl;Panther;TreeFam
NDC1,55706,Panther
NDC80,10403,Ensembl;Panther
NDD1,6656;6663;6664;6666;9580;8403;6665;64321;54345;6657;11166;6658;11063;6659;6660;55553;30812;6662;6736,Panther
NEJ1,79840,Panther
NEL1,10484;10483,Panther
NEM1,23399,Ensembl;Panther;TreeFam
NEO1,10079;374868,Ensembl;Panther;TreeFam;HomoloGene
NFI1,8554;9063;10401;51588;57178;83637,Panther;TreeFam;Ensembl
NFS1,9054;51540,Ensembl;HomoloGene;Panther;TreeFam
NFU1,27247,Ensembl;HomoloGene;Panther;TreeFam
NGG1,10474,Panther
NGL1,57472;201626,Panther;TreeFam
NGL2,57472;25819,Panther;TreeFam
NGL3,57472;25819,Panther;TreeFam
NHP2,55651,Ensembl;HomoloGene;Panther;TreeFam
NHP6A,10363;10362;3146;3149;6605;3431;11262;7019;7343;642623,Panther;Ensembl
NHP6B,10363;10362;3146;3149;6605;3431;11262;7019;7343;642623,Panther;Ensembl
NHX1,6548;6549;6550;389015;6553;10479;84679;23315;285195,Ensembl;Panther;TreeFam;HomoloGene
NIC96,9688,Ensembl;HomoloGene;Panther;TreeFam
NIF3,60491,Ensembl;HomoloGene;Panther;TreeFam
NIP1,8663,Ensembl;HomoloGene;Panther;TreeFam
NIP100,6249;7461;25999;1639,Ensembl;Panther
NIT2,4817,Ensembl;HomoloGene;Panther;TreeFam
NMA1,64802;23057;349565,Ensembl;HomoloGene;Panther;TreeFam
NMA111,5654;27429;94031;203100,Panther
NMA2,64802;23057;349565,Ensembl;HomoloGene;Panther;TreeFam
NMD2,26019,Ensembl;HomoloGene;Panther
NMD3,51068,Ensembl;HomoloGene;Panther;TreeFam
NMD5,10527;10526,Ensembl;HomoloGene;Panther;TreeFam
NMT1,4836;9397,Ensembl;Panther;TreeFam;HomoloGene
NNF1,11243,Panther;TreeFam
NNR1,128240,Ensembl;HomoloGene;Panther;TreeFam
NNR2,55739,Ensembl;HomoloGene;Panther;TreeFam
NNT1,196541,TreeFam
NOB1,28987,Ensembl;HomoloGene;Panther;TreeFam
NOC2,26155,Ensembl;HomoloGene;Panther;TreeFam
NOC3,64318,Ensembl;HomoloGene;Panther;TreeFam
NOC4,79050,Ensembl;HomoloGene;Panther;TreeFam
NOG2,29889,Ensembl;HomoloGene;Panther;TreeFam
NOP1,2091,Ensembl;HomoloGene;Panther;TreeFam
NOP10,55505,Ensembl;Panther;TreeFam
NOP12,10949;3182;3184;9987,Panther
NOP14,8602,Ensembl;Panther;TreeFam
NOP15,84365;81892,Ensembl;TreeFam
NOP16,51491,Panther
NOP2,4839;387338,Ensembl;Panther;TreeFam
NOP4,26986;5042;8761;140886;55131,Panther;Ensembl;TreeFam
NOP53,29997,HomoloGene;Panther;TreeFam
NOP56,10528,Ensembl;HomoloGene;Panther;TreeFam
NOP7,23481,Ensembl;HomoloGene;Panther;TreeFam
NOT3,4849,Ensembl;Panther;TreeFam
NOT5,4849,Panther;TreeFam
NPA3,11321,Ensembl;HomoloGene;Panther;TreeFam
NPC2,10577,Panther
NPL3,6426;6429;6430;6431;6432;8683,TreeFam;Ensembl
NPL4,55666,Ensembl;HomoloGene;Panther;TreeFam
NPL6,23512,Panther
NPP1,5167;5168;5169,Ensembl;Panther;TreeFam
NPP2,5167;5168;5169,Ensembl;Panther;TreeFam
NPR1,30811;5563,Panther
NPR2,10641,Ensembl;HomoloGene;Panther;TreeFam
NPR3,8131,Panther
NPY1,4521;83594;25961,Panther;Ensembl;HomoloGene;TreeFam
NQM1,6888,Ensembl;Panther;TreeFam
NRD1,55035;9584,Panther
NRE1,1666;79758;6697,Panther;Ensembl
NRG1,7528;404281;132625,Panther
NRG2,7528;404281;132625,Panther
NRK1,54981;27231,Panther;TreeFam
NRP1,56157;56156,Panther
NSA2,10412,Ensembl;HomoloGene;Panther;TreeFam
NSE4,493861;54780,Panther;TreeFam
NSG1,3638;51141,Panther
NSG2,3638;51141,Panther
NSL1,25936,Panther
NSP1,23636,Ensembl;Panther
NSR1,9733,Ensembl
NTE1,10908;375775,Ensembl;Panther;TreeFam
NTF2,10204,HomoloGene;Panther;TreeFam
NTG1,4913,Ensembl;Panther;TreeFam
NTG2,4913,Ensembl;Panther;TreeFam
NTH1,11181,Ensembl;Panther
NTH2,11181,Ensembl;Panther
NTO1,23774;7862;79960;23338;9767;8028;4302,Ensembl;Panther;TreeFam
NUC1,2021;9941,Ensembl;HomoloGene;Panther;TreeFam
NUD1,4064;2615;375387;7097;7098;7099;7100;51284,Panther
NUF2,83540,Panther
NUG1,26354;54552,Ensembl;Panther;TreeFam
NUP1,23742;9972;8021;23636;9883;100101267,Panther;Ensembl
NUP100,4928,Panther
NUP116,4928,Panther
NUP120,23279,Panther
NUP133,55746,Panther
NUP145,4928,Ensembl;Panther
NUP157,9631,Ensembl;Panther;TreeFam
NUP170,9631,Ensembl;Panther;TreeFam
NUP188,23511,Panther
NUP192,23165,Panther
NUP2,5903;400966;729857;653489;285190;727851,Panther
NUP49,4928,Panther
NUP53,129401,Panther
NUP57,53371,Panther
NUP82,4927,Panther
NUP84,57122,Ensembl;Panther
NUP85,79902,Panther
NUS1,116150,Ensembl;Panther;TreeFam
NUT2,84246,Panther
NYV1,6845,Panther
OAC1,284723;399512,Ensembl;HomoloGene;Panther;TreeFam
OAR1,1666;7923,Panther;TreeFam
ODC1,89874,Ensembl;Panther;TreeFam
ODC2,89874,Ensembl;HomoloGene;Panther;TreeFam
OGG1,4968,Ensembl;HomoloGene;Panther;TreeFam
OLA1,29789,Ensembl;HomoloGene;Panther;TreeFam
OLE1,6319;79966,Ensembl;Panther;TreeFam
OLI1,516;517;518,Ensembl;Panther;TreeFam
OMS1,51805;155368,Panther
OPI1,23175;9663;64900,Panther
OPI10,51501,Panther;TreeFam
OPI3,10400,Ensembl;HomoloGene;Panther;TreeFam
OPY1,5341;26499,Panther
OPY2,143662,Panther
ORC1,4998,Panther
ORC2,4999,Panther;TreeFam
ORC3,23595,Panther
ORC4,5000,Ensembl;Panther;TreeFam
ORC5,5001,Panther;TreeFam
ORM1,94101;29095;94103,Ensembl;Panther;TreeFam;HomoloGene
ORM2,94101;29095;94103,Ensembl;Panther;TreeFam;HomoloGene
ORT1,10166;83884,Panther;Ensembl
OSH2,5007;23762;114876;9885;26031;114880;114881,Ensembl;Panther
OSH3,26031;114880;114881,Panther;TreeFam
OSH6,114884;114885;114879;114882;114883,Panther;Ensembl;TreeFam;HomoloGene
OSH7,114884;114885;114879;114882;114883,Panther;Ensembl;TreeFam;HomoloGene
OSM1,6389,Panther
OST1,6184,Ensembl;Panther
OST2,1603,Ensembl;Panther;TreeFam
OST3,84061;7991,Ensembl;Panther;TreeFam;HomoloGene
OST6,84061;7991,Panther;TreeFam
OTU1,55432,Ensembl;HomoloGene;Panther;TreeFam
OTU2,220213;139562;51633,Panther;Ensembl;TreeFam
OXA1,5018,Ensembl;HomoloGene;Panther;TreeFam
OXP1,26873,Ensembl;HomoloGene;Panther;TreeFam
OXR1,135112;55074,Panther
PAA1,15,Panther
PAB1,1994;1993;1995;1996;26986;5042;8761;140886;5937;5939;27303,Ensembl;Panther;TreeFam
PAC1,5048,TreeFam
PAC10,7411,Ensembl;HomoloGene;Panther;TreeFam
PAC11,64446,Panther
PAC2,6905;219899,Ensembl;Panther;TreeFam
PAF1,54623,Panther
PAH1,23175;9663;64900,Ensembl;Panther;TreeFam
PAM16,51025,Ensembl;Panther;TreeFam
PAM18,29103;131118,Panther;TreeFam;Ensembl
PAN1,2060;6453;50618,Panther
PAP1,10914;56903,Ensembl;Panther;TreeFam
PAP2,64282;11044,Ensembl;Panther;TreeFam
PAT1,219988;197135,Panther;TreeFam
PBP1,6311;11273,Ensembl;Panther
PBP2,3190;4857;4858;5093;5094;54039;57060,Ensembl;Panther;HomoloGene
PBS2,5604;5605;5606;6416;5607;5609;8428;51765,TreeFam;Ensembl;Panther
PCA1,538;540,Panther
PCC1,246100;1485;30848;8270,Panther
PCD1,283927,Panther;TreeFam
PCF11,51585,Panther
PCH2,166378;9319,Panther;Ensembl;HomoloGene;TreeFam
PCM1,55276;283209;5238,Panther;Ensembl;HomoloGene
PCP1,55486;9028;54933,Ensembl;Panther;TreeFam
PCS60,65985;80221;197322;79611,Panther;Ensembl
PCT1,5130;9468,Panther;TreeFam;Ensembl
PDA1,593;5160;5161,Ensembl;Panther;HomoloGene;TreeFam
PDB1,594;5162;7086;8277,Ensembl;Panther;HomoloGene;TreeFam
PDC1,10994,Panther
PDC2,604;255877;1059;2672;8690;112939;138151;23126;200765;166815;91151;7541;7597;10009;253461;57659;166793,Panther;TreeFam
PDC5,10994,Panther
PDC6,10994,Panther
PDE2,5136;5153;5137;5139;5140;5141;5142;5143;5144;5150;27115;5151;8622;5152,TreeFam;Panther
PDH1,730249,TreeFam
PDI1,121506;23071;5034;64714;2923;54495,TreeFam;Ensembl;HomoloGene;Panther
PDP3,3068;11168,Panther
PDR10,9619;64137,Panther
PDR11,9619;64137,Panther
PDR12,9619;64137,Panther
PDR15,9619;64137,Panther
PDR18,9619;64137,Panther
PDR5,9619;64137,Panther
PDS5,23244;23047,Ensembl;Panther;HomoloGene
PDX1,1737,Panther
PDX3,55163,HomoloGene;Panther;TreeFam
PEF1,826;25801;10016;553115;6717,Ensembl;TreeFam
PEP1,114815;57537;22986;6653;6272,Ensembl;Panther;TreeFam
PEP12,23673;55014;8417,Ensembl;Panther;TreeFam
PEP3,57617,Ensembl;Panther;TreeFam
PEP4,23621;25825;1509;1510;9476;643834;643847;5222;5225;5972,Ensembl;HomoloGene;TreeFam
PEP5,55823,Ensembl;Panther;TreeFam
PEP7,64145,Panther
PEP8,9559;112936,Ensembl;Panther;TreeFam
PER1,93210,Ensembl;HomoloGene;Panther;TreeFam
PET100,100131801,Panther
PET112,5188,Ensembl;HomoloGene;Panther;TreeFam
PET117,100303755,Panther
PET191,493753,Panther;TreeFam
PET8,115286,Ensembl;HomoloGene;Panther;TreeFam
PET9,83447;291;292;293,Ensembl;TreeFam;Panther
PEX1,5189,Ensembl;Panther;TreeFam
PEX10,5192,Ensembl;HomoloGene;Panther;TreeFam
PEX11,8800;8799,Panther
PEX12,5193,Ensembl;Panther;TreeFam
PEX13,5194,Ensembl;Panther;TreeFam
PEX14,5195,Ensembl;Panther;TreeFam
PEX19,5824,Panther
PEX3,8504,HomoloGene
PEX5,5830;51555,Ensembl;Panther;TreeFam
PEX6,5190,Ensembl;Panther;TreeFam
PEX7,25929;5191;84942;79084,Panther;Ensembl;TreeFam
PEX9,5830;51555,Ensembl;Panther;TreeFam
PFA3,158866;340481;55625,Ensembl;TreeFam;Panther
PFA4,158866,TreeFam
PFD1,5201,Panther;TreeFam
PFF1,79956,Ensembl
PFK1,5211;5213;5214,Ensembl;Panther;TreeFam;HomoloGene
PFK2,5211;5213;5214,Ensembl;HomoloGene;Panther;TreeFam
PFK26,5207;5208;5209;5210,Panther;TreeFam
PFK27,5207;5209;5210,Panther
PGA3,51706;51700;1727;51167,Panther
PGC1,51573,Panther
PGI1,2821,Ensembl;HomoloGene;Panther;TreeFam
PGK1,5230;5232,HomoloGene;Panther;TreeFam
PGM1,5236;55276;283209;5239,HomoloGene;Panther;TreeFam
PGM2,5236;55276;283209;5239,Ensembl;HomoloGene;Panther;TreeFam
PGS1,9489,Ensembl;HomoloGene;Panther;TreeFam
PHB1,5245,Ensembl;HomoloGene;Panther;TreeFam
PHB2,11331,Ensembl;HomoloGene;Panther;TreeFam
PHO13,57026;283871,Ensembl;Panther;HomoloGene;TreeFam
PHO2,170825;3198;3206;3207;3209;3199;3200;3201;3202;3203;3204;3205;3211;10481;3212;3213;3214;3215;3216;3217;3218;3219;3226;3227;3228;3229;3221;3222;3223;3224;3225;3231;3236;3237;3238;3239;3232;3233;3234;3235;3651,Panther
PHO23,3621;3622;51147;84289,Panther;TreeFam
PHO4,8553;79365;3280;54626;390992;57801;388585;55502;84667;23462;23493;26508,Panther
PHO8,248;249;250;251,Panther;TreeFam;Ensembl
PHO85,5218;65061;5127;5128;5129;1020,Ensembl;HomoloGene;Panther
PHO89,6574;6575,Ensembl;Panther;TreeFam;HomoloGene
PHO92,54915;51441,Ensembl;Panther
PHR1,1407;1408,Ensembl
PHS1,9200;201562;51495,HomoloGene;Panther;TreeFam;Ensembl
PIB2,64145,Panther
PIC2,5250,Ensembl;TreeFam
PIF1,80119,Ensembl;Panther
PIG1,5506;79660;5507;5509,Panther
PIG2,5506;79660;5507;5509,Panther;TreeFam
PIH1,55011,Panther
PIK1,5298,Ensembl;Panther;TreeFam
PIM1,9361,Ensembl;HomoloGene;Panther;TreeFam
PIS1,10423,Ensembl;HomoloGene;Panther;TreeFam
PKC1,207;208;10000;5585;5586;29941;5578;5579;5580;5581;5582;5583;5584;5588;5590,Panther;TreeFam;Ensembl;HomoloGene
PKH1,5170,Ensembl;Panther;TreeFam
PKH2,5170,Ensembl;Panther;TreeFam
PKH3,22983;23139;23031;84930;5170,Panther;Ensembl;TreeFam
PKP1,10295;5163;5164;5165;5166,Ensembl;HomoloGene;TreeFam;Panther
PKP2,10295,Panther;TreeFam
PLB1,5321;100137049;8605;283748,Panther
PLB2,5321;100137049;8605;283748,Panther
PLB3,5321;100137049;8605;283748,Panther
PLC1,23236;5330;5331;5332;5333;113026;84812;51196;5335;5336;23007;9651;5334;23228;89869,Panther;TreeFam;HomoloGene;Ensembl
PLM2,6130,Panther
PLP1,10190,Ensembl;TreeFam
PLP2,5132;5082;132954;79031,Ensembl;TreeFam;Panther;HomoloGene
PMA1,27032;9914,TreeFam
PMA2,27032;9914,TreeFam
PMC1,490;491;492;493,Ensembl;TreeFam;HomoloGene;Panther
PMD1,54455;3054;23588,Panther
PMI40,4351,Ensembl;HomoloGene;Panther;TreeFam
PML1,79753,Panther
PMR1,479;476;477;478;480;487;488;489;27032;9914;495,Ensembl;HomoloGene;Panther;TreeFam
PMS1,5378;5395;5379,Ensembl;TreeFam;Panther
PMT1,10585;29954,Panther
PMT2,10585;29954,Ensembl;Panther;HomoloGene;TreeFam
PMT3,10585;29954,Ensembl;Panther;TreeFam
PMT4,10585;29954,HomoloGene;Panther;TreeFam
PMT5,10585;29954,Panther
PMT6,10585;29954,Ensembl;Panther;TreeFam
PMT7,10585;29954,Panther
PNG1,55768,Ensembl;HomoloGene;Panther
PNP1,4860,HomoloGene;Panther
PNS1,23446;57153;80736,Ensembl
POA1,221443,Panther
POB3,6749;9760;84969;27324;9878,Ensembl;TreeFam
POL1,5422,Ensembl;HomoloGene;Panther;TreeFam
POL2,5426,Ensembl;HomoloGene;Panther;TreeFam
POL3,5424,Ensembl;HomoloGene;Panther;TreeFam
POL30,5111,Ensembl;HomoloGene;Panther
POL31,5425,Ensembl;Panther;TreeFam
POL32,10714,Panther
POL4,1791;27343;27434,Panther;TreeFam
POL5,10514,Panther
POP1,10940,Panther
POP2,29883;9337,Ensembl;Panther;TreeFam
POP4,10775,Ensembl;Panther;TreeFam
POP5,51367,Panther;TreeFam
POR1,7416;7417;7419,Ensembl;Panther;TreeFam;HomoloGene
POR2,7416;7417;7419,Ensembl;Panther;TreeFam
POS5,65220,TreeFam
POT1,30;3032,Ensembl;Panther;TreeFam
POX1,80724;84129;33;51;8309;8310;2108;2639;3712,Panther;Ensembl;TreeFam
PPA2,5464;27068,Panther;TreeFam
PPE1,51400,Ensembl;HomoloGene;Panther;TreeFam
PPG1,5515;5516;5531,Panther;TreeFam
PPH21,5516;5531,Ensembl;HomoloGene
PPH22,5516;5531,Ensembl;HomoloGene
PPH3,5531,HomoloGene;Panther;TreeFam
PPM1,51451,Panther;TreeFam
PPM2,51451;9836,Ensembl;HomoloGene;Panther;TreeFam
PPN1,6609;10924,Ensembl;Panther;TreeFam
PPS1,1843;11221;51207;11072;80824;150290;142679;1844;63904;1845;1846;1847;1848;1849;1850;1852;114971;54434;85464;54961;6815,Panther;TreeFam
PPT1,5475;5470;5536,Ensembl;HomoloGene;Panther;TreeFam
PPX1,85300;663;149428;158471,Panther;TreeFam
PRB1,255738,Ensembl
PRC1,5476,Ensembl;HomoloGene;TreeFam
PRD1,57486;7064,Ensembl;HomoloGene;Panther;TreeFam
PRE1,5690,Ensembl;HomoloGene;Panther;TreeFam
PRE10,5684,Ensembl;HomoloGene;Panther;TreeFam
PRE2,122706;5693;5696,Ensembl;Panther;TreeFam;HomoloGene
PRE3,5694;5698,Ensembl;HomoloGene;Panther;TreeFam
PRE4,5692,Ensembl;HomoloGene;Panther;TreeFam
PRE5,5682,Ensembl;HomoloGene;Panther;TreeFam
PRE6,5688,Ensembl;Panther;TreeFam
PRE7,5689,Ensembl;HomoloGene;Panther;TreeFam
PRE8,5683,Ensembl;HomoloGene;Panther;TreeFam
PRE9,5685,Ensembl;HomoloGene;Panther;TreeFam
PRI1,5557,Ensembl;HomoloGene;Panther;TreeFam
PRI2,5558,Ensembl;HomoloGene;Panther;TreeFam
PRK1,22848,Panther
PRM15,3251;5236;55276;283209;5238;5239;56952,Panther;Ensembl;HomoloGene;TreeFam
PRO2,5832,Ensembl;Panther;TreeFam
PRO3,5831;29920;65263,Ensembl;Panther;TreeFam
PRP11,8175,Ensembl;Panther
PRP16,9785;79665,Ensembl;HomoloGene;Panther;TreeFam
PRP18,8559,Ensembl;Panther;TreeFam
PRP19,134430,Panther
PRP2,8449,Panther;TreeFam
PRP21,10291,Ensembl;Panther
PRP22,1665;8449;56919;9704;1659;92797,Ensembl;HomoloGene;Panther;TreeFam
PRP28,9416;1654;8653;83479,Ensembl;TreeFam;Panther
PRP3,9129,Ensembl;Panther
PRP31,26121,Ensembl;Panther;TreeFam
PRP39,55015,Ensembl;Panther
PRP4,55054;5048;25886;282809;9128;9410;11091;80349,Ensembl;HomoloGene;Panther;TreeFam
PRP40,55660;10915,Ensembl;Panther
PRP42,55015,Panther
PRP43,1665;55760,HomoloGene;Panther;TreeFam;Ensembl
PRP45,22938,Ensembl;Panther
PRP46,5356,Ensembl;HomoloGene;Panther;TreeFam
PRP6,24148,Ensembl;Panther;TreeFam
PRP8,10594,Ensembl;HomoloGene;Panther;TreeFam
PRP9,10946,Ensembl;Panther;TreeFam
PRR1,283629;83983;25989,TreeFam
PRR2,30811;5563,Panther
PRS1,5635;5636,TreeFam
PRS2,5631;221823;5634;5635;5636,Ensembl;Panther;TreeFam
PRS3,5631;221823;5634;5635;5636,Ensembl;Panther;TreeFam;HomoloGene
PRS4,5631;221823;5634;5635;5636,Ensembl;Panther;TreeFam
PRS5,5631;221823;5634;5635;5636,Panther;TreeFam
PRT1,8662,Ensembl;HomoloGene;Panther;TreeFam
PRX1,9588,Ensembl;HomoloGene;Panther;TreeFam
PRY1,152007,Ensembl;TreeFam
PRY2,348174;497190;283971;167;7180;11010;256710;144321;152007,Panther;Ensembl;TreeFam
PRY3,152007,Ensembl;TreeFam
PSA1,29926;29925,Ensembl;HomoloGene;Panther;TreeFam
PSD1,23761,Ensembl;HomoloGene;Panther
PSE1,3843,Ensembl;HomoloGene;Panther;TreeFam
PSF1,9837,Ensembl;Panther;TreeFam
PSF2,51659,HomoloGene;Panther;TreeFam
PSF3,64785,Panther;TreeFam
PSH1,5988;10739;10738;342931;7732;84282;81603,Panther;TreeFam
PSK1,23178;5292;11040;415116;23387,Ensembl;Panther;TreeFam
PSK2,23178;5292;11040;415116;23387,Ensembl;Panther;TreeFam
PSO2,9937;64858;64421,Ensembl;TreeFam;Panther
PSR1,58190;10106;10217,Ensembl;Panther;TreeFam;HomoloGene
PSR2,58190;10106;10217,Ensembl;Panther;TreeFam;HomoloGene
PSY2,55671;57223,Ensembl;Panther;TreeFam
PSY3,7517,Panther
PSY4,151987,Panther
PTA1,8189,Panther
PTC1,8493;152926,Panther;Ensembl;TreeFam
PTC2,5494;5495,Ensembl
PTC3,5494;5495,Ensembl
PTC4,8493;5496,Ensembl
PTC5,54704;57546;57460;333926;132160,Ensembl;Panther;TreeFam;HomoloGene
PTC6,151742,Panther
PTC7,160760,Ensembl;HomoloGene;Panther;TreeFam
PTH2,51651,Ensembl;Panther;TreeFam
PTH4,3396,Ensembl;Panther;TreeFam
PTK1,83942;23617;81629;283629;83983,Panther
PTK2,83942;23617;81629;283629;83983,Panther
PTP1,5770;5781;5782;26469;5771;26191;25930;5777;5780;5786;5787;5791;5794;5795;5800;374462,Ensembl;TreeFam;Panther
PTP2,5770;5781;5782;5783;5784;26469;5771;26095;11099;26191;5774;5775;5777;5780;5788;5789;5792;5793;5794;5796;5797;5798;5799;5802;11122;10076;5803,Panther;TreeFam
PTP3,5770;5781;5782;5783;5784;26469;5771;26095;11099;26191;5774;5775;5777;5780;5788;5789;5792;5793;5794;5796;5797;5798;5799;5802;11122;10076;5803,Panther;TreeFam
PTR2,6564;6565;51296;121260,Ensembl;HomoloGene;Panther;TreeFam
PUB1,79171;7072,Ensembl;HomoloGene;TreeFam
PUF3,9698;23369,Ensembl;Panther;TreeFam
PUF6,9933,Ensembl;Panther;TreeFam
PUP1,5699;5695,Ensembl;Panther;TreeFam;HomoloGene
PUP2,5686,Ensembl;HomoloGene;Panther;TreeFam
PUP3,5691,Ensembl;HomoloGene;Panther;TreeFam
PUS1,80324,Ensembl;HomoloGene;Panther;TreeFam
PUS2,80324,Ensembl;Panther;TreeFam
PUS4,142940;26995,Ensembl;Panther;TreeFam
PUS7,54517,Ensembl;HomoloGene;Panther;TreeFam
PUT1,5625;58510,Ensembl;Panther
PUT2,8659,Ensembl;HomoloGene;Panther;TreeFam
PUT4,56301;23657;8140;9057;9056;23428;11136,Panther
PWP2,5822,Ensembl;Panther;TreeFam
PXA1,215;225;5825;5826,Ensembl;Panther;TreeFam
PXA2,215;225;5825;5826,Panther;TreeFam
PXL1,9404;5829;7041,Panther
PXP1,26061;10994,Ensembl;HomoloGene;Panther;TreeFam
PXR1,54984,Ensembl
PYC1,5091,Ensembl;HomoloGene;Panther;TreeFam
PYC2,5091,HomoloGene;Panther;TreeFam
PYK2,5313;5315,Ensembl;HomoloGene;Panther;TreeFam
PZF1,10664;140690;2971;9841;403341;3104;51427;7701;90338;339318;7738;7757;8427;130557;116115;148266;22834;7644;7652,Panther
QCR2,7385,TreeFam
QCR6,7388,Panther;TreeFam
QCR7,7381,Ensembl;Panther;TreeFam
QCR8,27089,Panther;TreeFam
QCR9,29796,Panther;TreeFam
QNS1,55191,Ensembl;HomoloGene;Panther
QRI1,6675;7360,Ensembl;HomoloGene;Panther;TreeFam
QRI5,54998,Panther
RAD1,2072,Ensembl;HomoloGene;Panther;TreeFam
RAD10,2067,Ensembl;Panther
RAD14,7507,Ensembl;Panther;TreeFam
RAD16,6596,Ensembl
RAD17,5810,Panther
RAD18,56852,Ensembl;Panther
RAD2,2073,Ensembl;TreeFam
RAD23,5886;5887,Ensembl;Panther;TreeFam;HomoloGene
RAD24,5884,Ensembl;Panther;TreeFam
RAD26,2074;54821;375748,Ensembl;TreeFam
RAD27,9156;2237;348654,Panther;Ensembl;HomoloGene;TreeFam
RAD28,1161,Ensembl;Panther
RAD3,2068,Ensembl;HomoloGene;Panther;TreeFam
RAD30,5429,Panther
RAD34,7508,Panther
RAD4,7508,Ensembl;Panther
RAD5,6596,Ensembl;TreeFam
RAD50,10111,Panther;TreeFam
RAD51,5888;5890;5889;5892,Ensembl;HomoloGene;Panther;TreeFam
RAD52,5893,Ensembl;Panther;TreeFam
RAD53,11200;9201;166614;85443;1641;5260;5261;65975,HomoloGene;Ensembl
RAD54,546;25788;8438,Ensembl;HomoloGene;TreeFam
RAD55,5892,Panther
RAD57,5890;5892;7517,TreeFam;Ensembl;Panther
RAD59,5893,Panther
